,raceId,driverCode,teamName,startingGridPosition,position,positionDiff,circuitName,raceName,year,AirTemp,Humidity,TrackTemp,WindSpeed,WasRainingDuringRaceAnyTime,lapTireChange
1265,1069,LAT,Williams,14,15,-1,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"5: MEDIUM->HARD, 25: HARD->HARD"
1266,1069,LEC,Ferrari,4,4,0,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"12: MEDIUM->HARD, 32: HARD->HARD"
1267,1069,MAZ,Haas F1 Team,17,17,0,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"1: MEDIUM->HARD, 24: HARD->MEDIUM, 37: MEDIUM->MEDIUM"
1268,1069,MSC,Haas F1 Team,16,16,0,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"11: MEDIUM->HARD, 34: HARD->MEDIUM"
1269,1069,NOR,McLaren,7,8,-1,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"10: MEDIUM->HARD, 30: HARD->HARD"
1270,1069,PER,Red Bull,3,3,0,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"12: MEDIUM->MEDIUM, 30: MEDIUM->HARD"
1271,1069,RAI,Alfa Romeo,15,13,2,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"12: MEDIUM->MEDIUM, 31: MEDIUM->HARD"
1272,1069,RIC,McLaren,6,5,1,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"11: MEDIUM->HARD, 30: HARD->HARD"
1273,1069,RUS,Williams,20,14,6,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"9: MEDIUM->HARD, 31: HARD->HARD"
1274,1069,SAI,Ferrari,5,7,-2,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"11: SOFT->HARD, 29: HARD->HARD"
1275,1069,STR,Aston Martin,13,12,1,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"18: MEDIUM->MEDIUM, 34: MEDIUM->HARD"
1276,1069,TSU,AlphaTauri,10,9,1,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"9: SOFT->HARD, 32: HARD->HARD"
1277,1069,VER,Red Bull,1,1,0,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"10: MEDIUM->HARD, 29: HARD->HARD"
1278,1069,VET,Aston Martin,18,10,8,Circuit of the Americas,United States Grand Prix,2021,26.4,72.5,32.7,0.8,False,"17: MEDIUM->MEDIUM, 38: MEDIUM->HARD"
1279,1070,ALO,Alpine F1 Team,12,9,3,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,39: MEDIUM->HARD
1280,1070,BOT,Mercedes,1,15,-14,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,"1: MEDIUM->HARD, 40: HARD->MEDIUM, 63: MEDIUM->SOFT, 67: SOFT->SOFT"
1281,1070,GAS,AlphaTauri,5,4,1,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,31: MEDIUM->HARD
1282,1070,GIO,Alfa Romeo,11,11,0,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,16: MEDIUM->HARD
1283,1070,HAM,Mercedes,2,2,0,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,29: MEDIUM->HARD
1284,1070,LAT,Williams,13,17,-4,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,"11: MEDIUM->HARD, 49: HARD->MEDIUM"
1285,1070,LEC,Ferrari,8,5,3,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,30: MEDIUM->HARD
1286,1070,MAZ,Haas F1 Team,15,18,-3,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,"13: MEDIUM->HARD, 58: HARD->MEDIUM"
1287,1070,NOR,McLaren,18,10,8,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,44: MEDIUM->HARD
1288,1070,OCO,Alpine F1 Team,19,13,6,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,14: SOFT->HARD
1289,1070,PER,Red Bull,4,3,1,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,40: MEDIUM->HARD
1290,1070,RAI,Alfa Romeo,10,8,2,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,32: MEDIUM->HARD
1291,1070,RIC,McLaren,7,12,-5,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,"1: MEDIUM->HARD, 38: HARD->MEDIUM"
1292,1070,RUS,Williams,16,16,0,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,15: MEDIUM->HARD
1293,1070,SAI,Ferrari,6,6,0,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,42: MEDIUM->HARD
1294,1070,STR,Aston Martin,20,14,6,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,"12: MEDIUM->HARD, 34: HARD->MEDIUM"
1295,1070,VER,Red Bull,3,1,2,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,33: MEDIUM->HARD
1296,1070,VET,Aston Martin,9,7,2,Autódromo Hermanos Rodríguez,Mexico City Grand Prix,2021,19.2,36.6,43.9,0.3,False,33: MEDIUM->HARD
1297,1071,ALO,Alpine F1 Team,12,9,3,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 34: MEDIUM->HARD"
1298,1071,BOT,Mercedes,1,3,-2,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 30: MEDIUM->HARD, 41: HARD->HARD"
1299,1071,GAS,AlphaTauri,7,7,0,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 25: MEDIUM->HARD, 51: HARD->HARD"
1300,1071,GIO,Alfa Romeo,13,14,-1,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 29: MEDIUM->HARD, 42: HARD->MEDIUM"
1301,1071,HAM,Mercedes,10,1,9,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 26: MEDIUM->HARD, 43: HARD->HARD"
1302,1071,LAT,Williams,16,16,0,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 13: MEDIUM->HARD, 39: HARD->HARD"
1303,1071,LEC,Ferrari,6,5,1,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->UNKNOWN, 8: UNKNOWN->MEDIUM, 27: MEDIUM->MEDIUM, 52: MEDIUM->HARD"
1304,1071,MAZ,Haas F1 Team,19,17,2,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->UNKNOWN, 34: MEDIUM->HARD"
1305,1071,MSC,Haas F1 Team,18,18,0,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 11: MEDIUM->HARD, 29: HARD->MEDIUM, 61: MEDIUM->MEDIUM"
1306,1071,NOR,McLaren,5,10,-5,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"1: MEDIUM->HARD, 6: HARD->UNKNOWN, 7: UNKNOWN->HARD, 8: HARD->HARD, 37: HARD->HARD"
1307,1071,OCO,Alpine F1 Team,8,8,0,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 30: MEDIUM->HARD"
1308,1071,PER,Red Bull,4,4,0,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 28: MEDIUM->HARD, 42: HARD->HARD, 69: HARD->SOFT"
1309,1071,RAI,Alfa Romeo,0,12,-12,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 28: MEDIUM->HARD, 52: HARD->MEDIUM"
1310,1071,RUS,Williams,17,13,4,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"6: MEDIUM->HARD, 7: HARD->HARD, 8: HARD->HARD, 41: HARD->HARD"
1311,1071,SAI,Ferrari,3,6,-3,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 26: MEDIUM->HARD, 53: MEDIUM->HARD"
1312,1071,TSU,AlphaTauri,15,15,0,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"4: SOFT->HARD, 6: HARD->HARD, 7: HARD->HARD, 8: HARD->UNKNOWN, 39: HARD->HARD"
1313,1071,VER,Red Bull,2,2,0,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 27: MEDIUM->HARD, 40: HARD->HARD"
1314,1071,VET,Aston Martin,9,11,-2,Autódromo José Carlos Pace,São Paulo Grand Prix,2021,23.9,56.7,55.9,0.3,False,"7: MEDIUM->MEDIUM, 8: MEDIUM->MEDIUM, 28: MEDIUM->HARD, 55: HARD->MEDIUM"
1315,1072,ALO,Alpine F1 Team,13,13,0,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"10: MEDIUM->HARD, 13: HARD->HARD, 15: HARD->HARD, 44: HARD->SOFT"
1316,1072,BOT,Mercedes,2,3,-1,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"10: MEDIUM->HARD, 13: HARD->HARD, 15: HARD->MEDIUM"
1317,1072,GAS,AlphaTauri,6,6,0,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"13: MEDIUM->HARD, 15: HARD->HARD"
1318,1072,GIO,Alfa Romeo,10,9,1,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"13: MEDIUM->HARD, 15: HARD->HARD"
1319,1072,HAM,Mercedes,1,1,0,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"10: MEDIUM->HARD, 13: HARD->HARD, 15: HARD->HARD"
1320,1072,LAT,Williams,16,12,4,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"10: MEDIUM->HARD, 13: HARD->MEDIUM, 15: MEDIUM->HARD"
1321,1072,LEC,Ferrari,4,7,-3,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"10: MEDIUM->HARD, 13: HARD->HARD, 15: HARD->HARD"
1322,1072,NOR,McLaren,7,10,-3,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"10: SOFT->HARD, 13: HARD->HARD, 15: HARD->HARD"
1323,1072,OCO,Alpine F1 Team,9,4,5,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"13: MEDIUM->HARD, 15: HARD->HARD"
1324,1072,RAI,Alfa Romeo,12,15,-3,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"13: MEDIUM->HARD, 15: HARD->HARD, 26: HARD->MEDIUM"
1325,1072,RIC,McLaren,11,5,6,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"13: HARD->MEDIUM, 15: MEDIUM->MEDIUM"
1326,1072,SAI,Ferrari,15,8,7,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"13: HARD->MEDIUM, 15: MEDIUM->MEDIUM"
1327,1072,STR,Aston Martin,18,11,7,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"9: MEDIUM->HARD, 13: HARD->HARD, 15: HARD->MEDIUM"
1328,1072,TSU,AlphaTauri,8,14,-6,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"13: MEDIUM->HARD, 15: HARD->MEDIUM, 23: MEDIUM->HARD"
1329,1072,VER,Red Bull,3,2,1,Jeddah Corniche Circuit,Saudi Arabian Grand Prix,2021,28.8,76.0,32.8,0.2,False,"13: MEDIUM->HARD, 15: HARD->MEDIUM"
1330,1073,ALO,Alpine F1 Team,11,8,3,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,36: HARD->MEDIUM
1331,1073,BOT,Mercedes,6,6,0,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,30: MEDIUM->HARD
1332,1073,GAS,AlphaTauri,12,5,7,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,"36: HARD->MEDIUM, 54: MEDIUM->SOFT"
1333,1073,HAM,Mercedes,2,2,0,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,14: MEDIUM->HARD
1334,1073,LEC,Ferrari,7,10,-3,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,"15: SOFT->HARD, 35: HARD->MEDIUM"
1335,1073,MSC,Haas F1 Team,19,14,5,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,"10: SOFT->HARD, 52: HARD->SOFT"
1336,1073,NOR,McLaren,3,7,-4,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,"17: SOFT->HARD, 48: HARD->MEDIUM"
1337,1073,OCO,Alpine F1 Team,9,9,0,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,15: SOFT->HARD
1338,1073,PER,Red Bull,4,15,-11,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,"21: SOFT->HARD, 36: HARD->HARD, 53: HARD->SOFT"
1339,1073,RIC,McLaren,10,12,-2,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,"18: SOFT->HARD, 52: HARD->SOFT"
1340,1073,SAI,Ferrari,5,3,2,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,19: SOFT->HARD
1341,1073,STR,Aston Martin,13,13,0,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,"21: MEDIUM->HARD, 52: HARD->SOFT"
1342,1073,TSU,AlphaTauri,8,4,4,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,"23: MEDIUM->HARD, 53: HARD->SOFT"
1343,1073,VER,Red Bull,1,1,0,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,"13: SOFT->HARD, 36: HARD->HARD, 53: HARD->SOFT"
1344,1073,VET,Aston Martin,15,11,4,Yas Marina Circuit,Abu Dhabi Grand Prix,2021,25.6,53.5,33.0,0.7,False,23: MEDIUM->HARD
